id,director,actors,return
68865,Gábor Reisz,"Áron Ferenczik, Miklós Horváth, Bálint Györiványi",0.0
3013,Virág Zomborácz,"Márton Kristóf, László Gálffi, Zsolt Anger",0.0
27112,Kim Longinotto,,0.0
32665,Adam Dubin,Anthony Jeselnik,0.0
31060,Ryan Polito,Anthony Jeselnik,10.66
31061,Jason Mann,"Ed Weeks, Bridget Regan, Tom Bell",0.0
32926,Dang Di Phan,"Thanh Minh Phan, Thi Kieu Trinh Nguyen, Nguyen Ha Phong",0.0
257343,"Gellert Tamas, Lawen Mohtadi",,0.0
78401,James E. Tooley,Adam West,0.0
255533,J. Davis,"Jay Duplass, Linas Phillips, Tobin Bell",0.0
23126,Ericson Core,"Edgar Ramírez, Luke Bracey, Teresa Palmer",0.0
348060,Terence Young,"Senta Berger, Stephen Boyd, Yul Brynner",0.0
210293,Terence Young,"Alena Johnston, Sabine Sun, Rosanna Yanni",0.0
310491,Terence Young,"Audrey Hepburn, Ben Gazzara, James Mason",0.0
114377,Terence Young,"Eric Portman, Edana Romney, Barbara Mullen",0.0
143169,Terence Young,"Michael Caine, Laurence Olivier, Susan George",0.0
291290,Togan Gökbakar,"Şahan Gökbakar, Fatma Toptaş, Hakan Bilgin",0.0
306464,Togan Gökbakar,"Şahan Gökbakar, Gülşen Özbakan, Efe Babacan",0.0
352197,Togan Gökbakar,"Şahan Gökbakar, Zeynep Çamcı, Cihan Culfa",0.0
174611,Togan Gökbakar,"Şahan Gökbakar, İrfan Kangı, Cem Korkmaz",0.0
63880,Irene von Alberti,"Sabrina Ouazani, Nora von Waldstätten, Naima Bouzid",0.0
104515,Guillaume Nicloux,"Michel Houellebecq, Mathieu Nicourt, Maxime Lefrancois",0.0
34792,William C. Thomas,"William Gargan, Ann Savage, Leo Gorcey",0.0
339274,Benjamin Rocher,"Jean Reno, Alban Lenoir, Caterina Murino",0.0
191850,Anton Lanshakov,"Willem Dafoe, Camille Guaty, Damien D. Smith",0.0
94251,Gerard Barrett,"Jack Reynor, Toni Collette, Will Poulter",0.0
76084,Benjamin Leavitt,"Erin Cahill, Mike Dirkesen, Patti Allison",0.0
232034,Aleksey Nuzhnyy,"Kevin Spacey, Alanna Ubach, Anthony Skordi",0.0
43524,Steven C. Miller,"Jonathan Bennett, Talulah Riley, Tim Daly",0.0
31770,"Jackson Douglas, Louis J. Horvitz","Seth MacFarlane, Alex Borstein, Walter Murphy",0.0
42298,Laurie Anderson,"Jason Berg, Bob Currie, Paul Davidson",0.0
24647,Drew Daywalt,"Kerry Finlayson, Edin Gali, Peter Giliberti",0.0
336691,Jacques Rozier,"Jean-Claude Aimini, Yveline Cery, Vittorio Caprioli",0.0
368330,Miklós Jancsó,"Mucsi Zoltán, Péter Scherer, Szarvas József",2.93
80775,Cliff Roquemore,"Rudy Ray Moore, Sy Richardson, Jimmy Lynch",0.0
72903,Imtiaz Ali,"Ranbir Kapoor, Deepika Padukone, Javed Sheikh",0.0
36520,James W. Griffiths,"Tom Cullen, Micheal Goudd, Yuri Killmov",0.0
333696,H. Bruce Humberstone,"Cesar Romero, Virginia Gilmore, Charlotte Greenwood",0.0
77861,H. Bruce Humberstone,"Gordon Scott, Eve Brent, Rickie Sorensen",0.0
84520,H. Bruce Humberstone,"Kathryn Grayson, Gordon MacRae, Steve Cochran",0.0
355020,H. Bruce Humberstone,Sonja Henie,0.0
205749,H. Bruce Humberstone,"Alice Faye, John Payne, Jack Oakie",0.0
159897,Eugene Forde,"Lloyd Nolan, Mary Beth Hughes, Sheila Ryan",0.0
96882,Lasse Åberg,"Lasse Åberg, Jon Skolmen, Anna Norberg",0.0
32571,Matt Riddlehoover,"Jacob York, Charlie David, Chris Salvatore",0.0
33315,Subodh Bhave,"Shankar Mahadevan, Amruta Khanvilkar, Mrunmayee Deshpande",0.0
194079,Joseph Pevney,"Jeff Chandler, George Nader, Lex Barker",0.0
16464,Joseph Pevney,"Tony Curtis, Marisa Pavan, Gilbert Roland",0.0
33316,Joseph Pevney,"Shelley Winters, Barry Sullivan, Colleen Miller",0.0
315946,Philipp Kadelbach,"Florian Stetter, Peter Schneider, Sylvester Groth",0.0
105885,Lamont Johnson,"Martin Sheen, Charlie Sheen, Mariclare Costello",0.0
353464,Adam Rehmeier,"Rodleen Getsic, Norwood Fisher, Gregg Gilmore",0.0
70690,Evgeny Afineevsky,,0.0
68797,Klaus Huttmann,"Sienna Guillory, Clive Russell, Rebecca Ferdinando",0.0
104852,Louis Aimé Augustin Le Prince,,0.0
249914,Louis Aimé Augustin Le Prince,Adolphe Le Prince,0.0
284288,"William K.L. Dickson , William Heise",Giuseppe Sacco Albanese,69.34
184002,"William K.L. Dickson , William Heise",G. Sacco Albanese,0.0
123623,Eadweard Muybridge,"Sallie Gardner, Gilbert Domm",0.0
14074,Louis Aimé Augustin Le Prince,,0.0
64508,"William Carr Crofts, Woodsworth Donisthorpe",,0.0
100468,P.J.C. Janssen,,0.0
29539,J.C. Calciano,"Houston Rhines, Andy Anderson, John Callahan",0.0
49722,Meghna Gulzar,"Irrfan Khan, Konkona Sen Sharma, Neeraj Kabi",0.0
42809,Roberto Malenotti,"Bonnie Bianco, Pierre Cosso, Sandra Milo",0.0
341895,Jerzy Hoffman,"Jerzy Binczycki, Anna Dymna, Bożena Dykiel",1.77
48845,William K.L. Dickson ,,0.0
345575,Vijaya Mehta,"Shabana Azmi, Anupam Kher, Kirron Kher",0.0
103947,Omung Kumar,"Priyanka Chopra, Darshan Kumaar, Shishir Sharma",0.0
79825,Aki Kaurismäki,"Sulevi Peltola, Matti Pellonpää, Kati Outinen",0.0
292177,Piers Haggard,"James Wilby, Imogen Stubbs, Susannah York",0.0
349158,Daniel Alfredson,"Peter Stormare, Robin Lundberg, Rolf Degerlund",0.0
171277,Peter Fleischmann,"Edward Zentara, Aleksandr Filippenko, Andrei Boltnev",0.0
369165,Corrado Farina,"Adolfo Celi, Geraldine Hooper, Giuliano Esperanti",0.0
105098,David Hughes,"Angie Quick, Julie Lee, John M. East",0.0
158079,Stéphane LaFleur,"Marie-Ginette Guay, Gilbert Sicotte, Fanny Mallette",0.0
203888,Seijun Suzuki,"Akira Kobayashi, Chieko Matsubara, Daizaburo Hirata",0.0
112503,Alphonse Putharen,"Nivin Pauly, Sai Pallavi, Madonna Sebastian",0.0
98085,,"Zeta Makrypoulia, Faidra Drouka, Memos Begnis",0.0
79426,Per-Olav Sørensen,"Espen Klouman-Høiner, Christoph Bach, Dennis Storhøi",0.0
78546,Nuno Rocha,"Ricardo Azevedo, João Marçal",0.0
29607,Conrad Jackson ,"Parker Croft, Emilia Zoryan, Barak Hardley",0.0
130754,"Jayson Thiessen, Ishi Rudell","Tara Strong, Tabitha St. Germain, Andrea Libman",0.0
336884,Ishi Rudell,"Tara Strong, Rebecca Shoichet, Ashleigh Ball",0.0
339751,Arthur Luhn,"Eric Roberts, Ethan Embry, Courtney Gains",0.0
295748,Thom Zimny,Bruce Springsteen,0.0
34666,Alberto De Martino,"Antonio Sabàto, Barbara Bouchet, Faith Domergue",0.0
299687,Alberto De Martino,"Richard Harrison, Fernando Sancho, Luis Induni",2.89
16047,Alberto De Martino,"Paul Hubschmid, Karin Dor, Vivi Bach",0.0
51210,Alberto De Martino,"Glenn Saxson, Ida Galli, Fernando Sancho",0.0
129577,Alberto De Martino,"Neil Connery, Daniela Bianchi, Adolfo Celi",0.0
90092,Alberto De Martino,"Telly Savalas, Antonio Sabàto, Paola Tedesco",0.0
93708,Alberto De Martino,"Carla Gravina, Mel Ferrer, Arthur Kennedy",0.0
39979,Alberto De Martino,"David Warbeck, Laura Trotter, John Ireland",0.0
68863,"Jakob Montrasio, Tim Graf","The Dalai Lama, Tomonori Abe",0.0
130322,Pål Øie,"Anders Baasmo Christiansen, Ellen Dorrit Petersen, Mads Sjøgård Pettersen",0.0
24971,Kent Jones,"Martin Scorsese, Wes Anderson, David Fincher",0.0
64739,Cem Yılmaz,"Cem Yılmaz, Özkan Uğur, Ayşen Gruda",0.0
69152,Rolf Lyssy,"Emil Steinberger, Walo Lüönd, Beatrice Kessler",0.0
42764,J Blakeson,"Chloë Grace Moretz, Nick Robinson, Alex Roe",0.0
73740,Omar Shargawi,"Dar Salim, Elias Al Subehi, Omar Shargawi",0.0
22359,Joshua Butler,"John Corbett, Stacy Edwards, Michael O'Keefe",0.0
143936,"León Klimovsky, Enzo G. Castellari","Anthony Steffen, Frank Wolff, Gloria Osuna",0.0
213755,Enzo G. Castellari,"Franco Nero, Barbara Bach, Giancarlo Prete",0.0
364067,Enzo G. Castellari,"Franco Nero, Sterling Hayden, Martin Balsam",0.0
312100,Enzo G. Castellari,"Fabio Testi, Vincent Gardenia, Orso Maria Guerrini",0.0
73901,Enzo G. Castellari,"Fabio Testi, David Hemmings, Sherry Buchanan",0.0
321666,Enzo G. Castellari,"Chuck Connors, Frank Wolff, Franco Citti",0.0
307103,Enzo G. Castellari,"Frederick Stafford, Van Johnson, Francisco Rabal",0.0
326874,Enzo G. Castellari,"Franco Nero, Sybil Danning, Massimo Vanni",0.0
103012,Enzo G. Castellari,"Mark Gregory, Henry Silva, Valeria D'Obici",0.0
255869,Enzo G. Castellari,"Franco Nero, John Saxon, Floyd Red Crow Westerman",0.0
56255,Enzo G. Castellari,"Andrea Giordana, Gilbert Roland, Horst Frank",0.0
354625,Enzo G. Castellari,"George Hilton, Edd Byrnes, Gilbert Roland",0.0
75393,Enzo G. Castellari,"Edd Byrnes, Guy Madison, Ennio Girolami",0.0
293082,Enzo G. Castellari,"Bud Spencer, Philip Michael Thomas, Frank Zagarino",0.0
341744,Sofia Coppola,"Bill Murray, Paul Shaffer, George Clooney",0.0
17007,"Mark Caballero, Seamus Walsh","Jim Parsons, Mark Hamill, Kate Micucci",0.0
26571,Liz Holzman,"Rob Paulsen, Jess Harnell, Tress MacNeille",0.0
353311,Gabriel Ripstein,"Tim Roth, Kristyan Ferrer, Harrison Thomas",0.0
134743,Frédéric Tellier,"Raphaël Personnaz, Nathalie Baye, Olivier Gourmet",0.0
317953,Brice Cauvin	 	   ,"Laurent Lafitte, Agnès Jaoui, Agnès Jaoui",0.0
43783,Avie Luthra,"Sihle Dlamini, Jayashree Basavaraj, James Ngcobo",0.0
36361,Archie Borders,"John Doe, Aimee Mann, Loudon Wainwright III",0.0
184440,Minoru Kawasaki,"Eiichi Kikichi, Lee Ho, Arthur Kuroda",0.0
128899,Tobias Lindner,,0.0
202727,Oleg Fesenko,"Yevgeniya Kryukova, Arnis Licitis, Lembit Ulfsak",0.0
36789,Eric Small,"Riley Smith, John Schneider, Kim Myers",0.0
111570,Cesc Gay,"Ricardo Darín, Javier Cámara, Dolores Fonzi",0.0
298026,Peter Werner,"Whoopi Goldberg, Nigel Hawthorne, Victor Garber",0.0
214758,Edo Bertoglio,"Jean Michel Basquiat, Deborah Harry, Vincent Gallo",0.0
161076,Kenny Leon,"Shanice Williams, Mary J. Blige, Uzo Aduba",0.0
16422,Jonathan Demme,"Christopher Walken, Susan Sarandon, Robert Ridgely",0.0
272255,John Barker,"John Cleese, Troye Sivan, Casper Lee",0.0
285908,Walter Lang,"Betty Grable, Victor Mature, Jack Oakie",0.15
254918,Howard Zieff,"Walter Matthau, Art Carney, Richard Benjamin",0.0
358980,Daric Loo,"Corey Sevier, Jordan Ladd, Kim Poirier",0.0
13591,King Vidor,"John Gilbert, Eleanor Boardman, Roy D'Arcy",0.0
345637,Noel M. Smith,"Dennis Morgan, Philip Carey, Amanda Blake",0.0
336882,Edward F. Cline,"Bert Wheeler, Robert Woolsey, Dorothy Lee",2.2
333555,Richard Wallace,"Fred Allen, Jack Benny, Don Ameche",0.0
315868,Wen-Han Shih,"Danny Trejo, Vinnie Jones, Jake Busey",0.0
256546,Alejo Flah,"Quim Gutiérrez, Marta Etura , Ernesto Alterio",0.0
105085,Garson Kanin,"Dick Van Dyke, Angie Dickinson, Rosemary Forsyth",0.0
279179,Richard Ledes,"Frank Langella, Elliott Gould, Laura Harring",0.0
61535,Kurt Neumann,"Eddie Albert, Gale Storm, James Gleason",0.0
256375,Richard Ciupka,"Luc Picard, Julien Poulin, Michel Goyette",0.0
79435,Anthony Fabian,"Adelaide Kane, David Duchovny, Timothy Hutton",0.0
334028,Renzo Merusi,"Anita Ekberg, Georges Marchal, Franca Bettoia",0.0
152539,John Gordillo,Eddie Izzard,0.0
58384,Sanjay Patel,,0.0
68437,Roar Uthaug,"Kristoffer Joner, Thomas Bo Larsen, Ane Dahl Torp",0.0
325039,Alex van Warmerdam,"Tom Dewispelaere, Maria Kraakman, Alex van Warmerdam",0.0
16079,Andrzej Żuławski,"Sabine Azéma, Victória Guerra, Ricardo Pereira",0.0
258147,,"Engin Akyurek, Farah Zeynep Abdullah, Ceren Moray",0.0
297859,Enzo G. Castellari,"Giovanna Ralli, Frank Wolff, Fernando Rey",0.0
289174,Manfred Stelzer,"Florian Lukas, Diana Amft, Ludger Pistor",0.0
215740,Tom Clegg,"Rob Lowe, Jennifer Grey, Élisabeth Vitali",0.0
24563,Chris Marker,"Pierre Vaneck, Nicolas Youmatoff, Catherine Le Couey",0.0
361042,Philippe Garrel,"Catherine Deneuve, Daniel Duval, Xavier Beauvois",0.0
32206,Adam Egypt Mortimer,"Grace Phipps, Sierra McCormick, Lexi Atkins",0.0
172721,Nina Companéez,"Agathe de La Boulaye, Claude Aufaure, Dominique Blanc",0.0
149722,Mikael Håfström,"Rebecka Hemse, Jesper Salén, Jenny Ulving",0.0
353257,Rumle Hammerich,"Tova Magnusson, Figge Norling, Björn Kjellman",0.0
302666,Andrei Konst,"Svetlana Khodchenkova, Pavel Derevyanko, Isabelle Allen",0.0
246594,"Jack Ersgard, Patrik Ersgård","Kjell Bergqvist, Lena Endre, Johannes Brost",0.0
340275,Matthew Smiley,Nathan Fillion,0.0
197599,Tonje Hessen Schei,,0.0
10124,Mohsen Makhmalbaf,"Misha Gomiashvili, Dachi Orvelashvili",0.0
221801,Edgar Reitz,"Jan Dieter Schneider, Antonia Bill, Maximilian Scheidt",0.0
348150,Larry Buchanan,"Tommy Kirk, Yvonne Craig, Warren Hammack",0.0
71744,Sheldon Wilson,"Stephanie Hunt, Sarah Dugdale, Alisha Newton",0.0
216983,Justin Jones,"Rhett Giles, Stephanie Jacobsen, Gigi Edgley",0.0
331836,Steven R. Monroe,"Caroline Cave, Brad Dourif, Greg Grunberg",0.0
291868,Steven R. Monroe,"Ed Quinn, Magda Apanowicz, Holly Elissa Lamaro",0.0
4540,Steven Daniels,"Joe Lando, Michelle Stafford, Denyse Tontz",0.0
53385,David Gidali,"Chasty Ballesteros, Heather Sossaman, Olivia Jordan",0.0
30982,Emile Edwin Smith,"Christopher Judge, Elisabeth Röhm, Debbie Gibson",0.0
370524,Spike Lee,"Teyonah Parris, Nick Cannon, Angela Bassett",0.0
15701,Neil Breen,"Neil Breen, Klara Landrat, Jennifer Autry",0.0
45438,Bob Keen,"Nathan Stephenson, James Binkley, Robert Englund",0.0
42649,Richard LeMay,"Benjamin Weaver, Karmine Alers, S. Lue McWilliams",0.0
196253,Kirk R. Thatcher,"Jay Harrington, Mary Steenburgen, Ludacris",0.0
327016,Q. Allan Brocka,"Chris Salvatore, Daniel Skelton, Aaron Milo",0.0
33318,Marija Miletic Dail,"Lauren Bacall, Jason Alexander, Andrea Libman",0.0
277069,"Nicolas Benamou, Philippe Lacheau","Philippe Lacheau, Christian Clavier, Alice David",0.0
23150,Liv Corfixen,"Nicolas Winding Refn, Liv Corfixen, Ryan Gosling",0.0
23151,Gerhard Lamprecht,"Rolf Wenkhaus, Käthe Haack, Fritz Rasp",0.0
23153,Charles Avery,"Roscoe 'Fatty' Arbuckle, Minta Durfee, Edgar Kennedy",0.0
23166,Charlie Chaplin,"Charlie Chaplin, Edna Purviance, Ernest Van Pelt",0.0
23167,,Rageh Omaar,0.0
366548,Glenn Standring,"Karl Urban, Katie Wolfe, Jonathon Hendry",0.0
351694,Jingle Ma,"Tony Leung Chiu-Wai, Kelly Chen, Ekin Cheng",15.0
260928,Frank Simon,"Jim Dine, Jack Doroshow, Richard Finnochio",0.0
300693,"Roman Polanski, Frank Simon","Jackie Stewart, Helen Stewart, Roman Polanski",0.26
218275,Frank Simon,"Jackie Stewart, Roman Polanski",1.0
15706,"William K.L. Dickson , William Heise",,0.0
301816,,,0.0
338438,Ei Aoki,"Maaya Sakamoto, Kenichi Suzumura, Takako Honda",0.0
107100,Takuya Nomura,"Maaya Sakamoto, Kenichi Suzumura",0.0
81409,Mitsuru Obunai,"Maaya Sakamoto, Kenichi Suzumura, Takako Honda",0.0
74082,Takahiro Miura,"Maaya Sakamoto, Ayumi Fujimura, Takako Honda",0.0
106155,Shinsuke Takizawa,"Maaya Sakamoto, Takako Honda, Kenichi Suzumura",0.0
96460,,"Raphaël Descraques, Julien Josselin, Marsu Lacroix",0.0
324194,Tian Xiao Peng,"Zhang Lei, Lin Zijie, Tong Zirong",0.0
295389,Neil Breen,"Neil Breen, Laura Hale, Mike Brady",0.0
103122,James Vanderbilt,"Robert Redford, Cate Blanchett, Elisabeth Moss",0.0
29395,William Riead,"Rutger Hauer, Juliet Stevenson, Max von Sydow",0.0
323656,Todd Stephens,"Jonah Blechman, Jake Mosser, Aaron Michael Davies",0.0
285959,Jonathan Winfrey,"Victor Webster, Jennifer Spence, Richard Harmon",1.19
33923,Umberto Lenzi,"Pierre Brice, Daniele Vargas, Hélène Chanel",0.0
44001,Jason Bourque,"Ona Grauer, Martin Cummins, Esai Morales",0.0
27034,,"Gordon Mitchell, Jacques Bergerac, Mario Petri",0.0
49502,Marino Girolami,"Marcel Bozzuffi, Anthony Steffen, Ennio Girolami",0.0
320853,Marino Girolami,"Maurizio Merli, John Saxon, Mirella D'Angelo",0.0
136793,Marino Girolami,"Maurizio Merli, Richard Conte, Silvano Tranquilli",0.0
354072,Marino Girolami,"Raimondo Vianello, Magda Konopka, Marc Lawrence",0.0
339562,Marino Girolami,"Franco Agostini, Enzo Andronico, Bruna Beani",0.0
78570,Marino Girolami,"Alvaro Vitali, Michele Gammino, Michela Miti",0.0
318846,Richard Stanley,"Josie Ayers, Russell Copley, Raymond Sawyer",4.76
321621,Craig Roberts,"Craig Roberts, Emile Hirsch, Richard Harrington",0.0
9048,Lewis Allen,"Anthony Dexter, Eleanor Parker, Richard Carlson",0.0
333088,Lewis Allen,"Alan Ladd, Donna Reed, June Havoc",0.0
340816,Lewis Allen,"Joel McCrea, Gail Russell, Herbert Marshall",0.0
85304,Lewis Allen,"John Hodiak, Lizabeth Scott, Burt Lancaster",0.0
342831,Lewis Allen,"Ray Milland, Ann Todd, Geraldine Fitzgerald",0.0
25041,Lewis Allen,"Ray Milland, Florence Marly, John Hoyt",0.0
333968,"John Kafka, Yoon-suk Choi","Rob Schneider, Melanie Griffith, William Baldwin",0.0
17223,Frankie Chen,"Andy Lau, Vivian Sung, Darren Wang",0.0
72246,Dante Lam,"Eddie Peng, Choi Si-won, Shawn Dou",0.0
248706,Alberto Mar,"Rául Anaya, Jorge Arvizu, Mario Castañeda Partido",0.0
347969,Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling",0.0
166178,Tony Bui,"Peter Brooke, James Caan, Noel Clarke",0.0
338930,Ching Siu-Tung,"Tony Leung Chiu-Wai, Jacky Cheung, Joey Wong",2.14
332827,Onur Tukel,"Max Casella, Trieste Kelly Dunn, Jennifer Prediger",0.0
120149,Mitch Davis,"Patrick Stewart, Cheryl Hines, Gary Cole",0.0
68982,,"John Lennon, Yoko Ono, Klaus Voormann",0.0
347497,Arthur Berthelet,"William Gillette, Ernest Maupain, Marjorie Kay",0.0
367735,Shawn Ku,"Nina Dobrev, Autumn Reeser, Al Sapienza",0.0
247777,Josh Kim,"Toni Rakkaen, Ingkarat Damrongsakkul, Thira Chutikul",0.0
246355,Sandro Cecca,"Selena Khoo, Jay Natelle, Andrea Osvárt",0.0
299579,Ramiro Meneses,"Andrea Lopez, Juan Pablo Shuk, Carolina Sepulveda",0.0
371818,Charles Matthau,"Ellen Burstyn, Walter Matthau, Ryan Todd",0.0
185744,Frank Coraci,"Adam Sandler, Taylor Lautner, Steve Buscemi",0.0
48009,Julaluck Ismalone,"Jawed El Berni, David Ismalone, Jakkrit Kanokpodjananon",0.0
367551,Ranjith,"Mohanlal, Andrea Jeremiah, Siddique",0.0
324291,Sathyan Anthikad,"Mohanlal, Manju Warrier, Innocent",0.0
137366,Ranjith,"Mohanlal, Kaniha, Shankar Ramakrishnan",0.0
264397,Ray Danton,"Jim Hutton, Julie Adams, Nehemiah Persoff",0.0
143546,William Shatner,"Denise Crosby, John de Lancie, Jonathan Frakes",0.0
107235,Rhys Thomas,John Mulaney,0.0
160564,"Lev Kalman, Whitney Horn","Gabriel Abrantes, Melissa Barrera, Bene Coopersmith",0.0
332179,James Wan,"Leigh Whannell, Paul Moder, Katrina Mathers",0.0
363683,Douglas Barr,"Tiffani Thiessen, Josh Hopkins, Max Charles",0.0
339145,Manousos Manousakis,"Andreas Konstantinou, Gerasimos Skiadaressis, Gerasimos Skiadaressis",0.0
312452,Ryan Polito,Amy Schumer,0.0
105157,Nicolas Vanier,"Nicolas Brioudes, Pom Klementieff, Min Man Ma",0.0
297789,Nick Love,"Stephen Dorff, Eddie Griffin, Bill Billions",0.0
237584,Charles Hood,"Adam Pally, Rosa Salazar, Rob Huebel",0.0
299511,Dick Carruthers,"Robert Plant, Jimmy Page, John Paul Jones",0.0
195867,Isaac Ezban,"Raúl Méndez, Humberto Busto, Hernán Mendoza",0.0
203066,,,0.0
179375,Lee Yong-joo,"Uhm Tae-woong, Han Ga-in, Lee Je-hoon",0.0
84186,Agnès Jaoui,"Agnès Jaoui, Jean-Pierre Bacri, Agathe Bonitzer",0.0
291146,Roni Ezra,"Lars Mikkelsen, Pilou Asbæk, Joachim Fjelstrup",0.0
56685,Jonny Owen,"Brian Clough, Peter Taylor, Jimmy Gordon",0.0
207936,Marya Cohn,"Emily VanCamp, Michael Nyqvist, Ana Mulvoy-Ten",0.0
267094,Étienne-Jules Marey,,0.0
156135,William K.L. Dickson ,"William K.L. Dickson , William Heise",0.0
78101,Aleksey Fedorchenko,"Darya Ekamasova, Pavel Basov, Konstantin Balakirev",0.0
163706,William Monahan,"Oscar Isaac, Garrett Hedlund, Mark Wahlberg",0.0
73954,Franck Ribière,"Franck Ribière, Yves-Marie Le Bourdonnec",0.0
182843,Jorge Montesi,"Markie Post, Stephen McHattie, Candace Cameron Bure",0.0
162056,John Milius,"Carla Gugino, Jake Busey, Gerald McRaney",0.0
93064,Salam Bappu,"Mohanlal, Fahadh Faasil, Asif Ali",0.0
150958,Yung Chang,,0.0
27009,Sabine Gisiger,"Irvin D. Yalom, Marilyn Yalom",0.0
30922,Fredrik Hiller,"Jonas Malmsjö, Niklas Falk, Björn Bengtsson",0.0
25568,Sean Mewshaw,"Rebecca Hall, Jason Sudeikis, Dianna Agron",0.0
6884,Ursula Liang,,0.0
22162,Francesco Rosi,"José Suárez, Rosanna Schiaffino, Nino Vingelli",0.0
46431,Francesco Rosi,"Alain Cuny, Gian Maria Volonté, Mark Frechette",0.0
98456,Francesco Rosi,"Rupert Everett, Ornella Muti, Gian Maria Volonté",0.0
31377,Francesco Rosi,"Jim Belushi, Mimi Rogers, Joss Ackland",0.0
26736,Sergio Citti,"Vittorio Gassman, Carol Alt, Malcolm McDowell",0.0
172760,Sergio Citti,"Roberto Benigni, Ninetto Davoli, Franco Citti",0.0
23205,Sergio Citti,"Nicoletta Machiavelli, Silvano Gatti, Enzo Petriglia",0.0
242093,Sergio Citti,"Laurent Terzieff, Franco Citti, Anita Sanders",0.0
186121,Chuck Comisky,"Patrick Bergin, Lysette Anthony, Brian Wimmer",0.0
19446,"David Jackson, Dick Lowry","Rob Lowe, Kristin Davis, Mena Suvari",0.0
116733,Graeme Ferguson,"Walter Cronkite, David Leestma, George Nelson",0.0
258435,Chris Matheson,"Michael Weston, Diedrich Bader, Chris Parnell",0.0
214215,Robert L. Levy,"Thomas Ian Nicholas, Rhona Mitra",0.0
129455,"Marion Lipschutz, Rose Rosenblatt",Shelby Knox,0.0
44142,Marisa Sistach,"Gabino Rodríguez, Sofía Espinosa, Ricardo Polanco",0.0
220916,Mark Blutman,"Forrest Landis, AnnaSophia Robb, Rider Strong",0.0
279570,Lev L. Spiro,"Selena Gomez, Jake T. Austin, David Henrie",0.0
122326,Gin Yeung-Chi,"Amy Yip, Wu Ma, Lee Yuet-Sin",0.0
262165,Juan Carlos Pineiro-Escoriaza,,0.0
47680,"Dan Cutforth, Jane Lipsitz",,0.0
100215,Johanna Lee,,0.0
31525,Brian Terwilliger,"Lorenzo Lamas, Sydney Pollack",2.0
299145,"Ivan Ivanov-Vano, Aleksandra Snezhko-Blotskaya, Victor Gromov","Anatoli Kubatsky, Georgi Millyar, Valentina Sperantova",0.0
225283,Marc Fitoussi,"Isabelle Huppert, Jean-Pierre Darroussin, Michael Nyqvist",0.0
160128,"Philippe Kotlarski, Anne Weil","Dmitry Brauer, Ania Bukstein, Alexandre Chacon",0.0
82743,Ken Loach,"Gerulf Pannach, Fabienne Babe, Cristine Rose",0.0
111662,Daniele Luchetti,"Giampaolo Morelli, Stefania Montorsi, Martina Merlino",0.0
77910,"Chris Marker, Mario Marret",,0.0
98525,,,0.0
270926,,"Jackie Moore, Jennifer Robyn Jacobs",0.0
59426,Bret Wood,"Hannah Fierman, Christen Orr, William Katt",0.0
62684,Yılmaz Güney,,0.0
76808,"Károly Makk, János Xantus","Grażyna Szapołowska, Jadwiga Jankowska-Cieślak, Ildikó Bánsági",0.0
31557,Rajkumar Santoshi,"Ajay Devgn, Amrita Rao, Sushant Singh",0.0
30059,"Daniel Petrie, Jr.","Scott Eastwood, Rita Wilson, Jeff Fahey",0.0
256314,Destiny Ekaragha,"Malachi Kirby, O.C. Ukeje, Shanika Warren-Markland",0.0
334376,Ricky Wood,"Elizabeth Brown, Lisa Cameron, Lindsay Cromar",0.0
285020,Alex Chandon,"Jo Hartley, Seamus O'Neill, James Doherty",0.0
64655,Andrew Nisker,,0.0
371507,Michael Polish,"Stana Katic, Mark Polish, Angus MacDonald",0.0
138735,José Henrique Fonseca,"Rodrigo Santoro, Angie Cepeda, Alinne Moraes",0.0
71482,Sergey Loznitsa,,0.0
326425,Yury Bykov,"Sergei Belyayev, Denis Shvedov, Sergey Sosnovskiy",0.0
180929,Tomasz Thomson,"Jürgen Rißmann, Thomas Wodianka, Reiner Schöne",0.0
105153,Maarten Treurniet,"Rutger Hauer, Reinout Scholten van Aschat, Gijs Naber",0.0
299165,John Edginton,"David Gilmour, Graham Coxon, Syd Barrett",0.0
303867,"Jules Bass, Arthur Rankin, Jr.","Red Skelton, Frank Gorshin, Morey Amsterdam",0.0
103502,Arne Birkenstock,"Wolfgang Beltracchi, Helene Beltracchi",0.0
28138,"Nomura Kazuya, Kazuchika Kise","Maaya Sakamoto, Ken'ichirô Matsuda, Kazuya Nakai",0.0
329833,Charles Poekel,"Kentucker Audley, Hannah Gross, Craig Butta",1.12
24712,Joanna Hogg,"Christopher James Baker, Kate Fahy, Tom Hiddleston",0.0
24713,Egor Baranov,"Pyotr Fyodorov, Paulina Andreeva, Dmitriy Shevchenko",0.0
267048,Christian Klandt,"Muriel Wimmer, Antonia Putiloff, Isabell Gerschke",0.0
368239,Anne Sewitsky,"Maria Annette Tanderød Berglyd, Otto Garli, Aurora Bach Rodal",0.0
68419,Steven C. Miller,"Bruce Willis, Gina Carano, Kellan Lutz",0.0
250096,Ted Post,"Elliott Gould, Eddie Albert, Harry Guardino",0.0
195752,William K.L. Dickson ,,0.0
79236,José Antonio de la Loma,"Inma de Santis, Nadia Windell, Carlos Ballesteros",0.0
