id,release_year,title,vote_average
387398,2016,All Yours,4.6
381615,2016,The Bridge Part 2,5.6
377428,2016,All Things Valentine,6.8
374614,2016,Dater's Handbook,5.7
374609,2016,Unleashing Mr. Darcy,4.1
374739,2016,Flower Shop Mystery: Mum's the Word,7.1
374607,2016,Love on the Sidelines,5.8
374606,2016,Love's Complicated,6.0
374603,2016,Love in Paradise,1.8
361745,2015,Autumn Dreams,6.9
352851,2015,Love on the Air,7.7
346489,2015,A Country Wedding,6.8
311181,2015,A Novel Romance,6.3
300187,2014,One Christmas Eve,4.7
299576,2014,The Nine Lives of Christmas,6.7
299574,2014,One Starry Christmas,6.7
289520,2014,Perfect on Paper,4.0
279371,2014,When Sparks Fly,5.0
279332,2014,Mom's Day Away,4.0
239018,2014,A Lesson in Romance,4.0
258691,2014,A Ring by Spring,5.4
249057,2013,Finding Christmas,7.0
238304,2013,Catch a Christmas Star,5.7
238749,2013,A Very Merry Mix-Up,5.9
235662,2013,Snow Bride,6.6
180794,2013,"Tom, Dick and Harriet",4.4
226167,2013,Be My Valentine,4.9
149235,2012,Help for the Holidays,5.4
149218,2012,Come Dance with Me,6.0
147132,2012,A Bride for Christmas,5.6
145840,2012,Hitched for the Holidays,6.1
211125,2012,Strawberry Summer,5.3
85887,2012,A Taste of Romance,6.3
227552,2012,Fixing Pete,3.8
81416,2011,Annie Claus is Coming to Town,5.9
208035,2009,Cinema's Exiles: From Hitler to Hollywood,0.0
389995,2016,Me casé con un boludo,6.0
384798,2016,Kill Command,5.2
78713,2003,Pollyanna,6.0
371560,2016,The Eyes of My Mother,6.1
164777,1964,The Magnificient Cuckold,6.8
334533,2016,Captain Fantastic,7.9
129564,1973,Property Is No Longer a Theft,7.4
81976,2011,Alone in the Wilderness Part II,7.6
374475,2016,Toni Erdmann,7.3
351454,2016,Neruda,6.1
84993,1982,Next of Kin,6.8
257623,1955,The Magic City,7.0
113294,2012,Fast Girls,5.8
46095,1946,Criminal Court,5.7
213570,1948,Mystery in Mexico,5.8
43394,1950,Three Secrets,5.5
62006,1952,The Captive City,6.0
68977,1953,So Big,5.0
115386,1989,Rooftops,4.3
381071,2016,My Beautiful Broken Brain,7.2
279049,2014,Mission Impossible: Samurai,6.0
294368,2015,An Open Secret,7.0
250880,2013,Adolf Hitler: The Greatest Story Never Told,5.5
346873,2015,Marching to Zion,4.5
352733,2015,The Scandalous Lady W,6.0
86520,1974,Himiko,7.5
122293,2012,The Philadelphia Experiment,4.4
370234,2015,Dementia,4.3
128412,1966,Falling Leaves,4.0
83235,1970,There Once Was a Singing Blackbird,5.8
56952,2007,Scream of the Ants,5.0
112633,1974,Place de la République,6.3
385581,2015,The Brainwashing of My Dad,6.0
101916,2006,"Live Once, Die Twice",1.5
80520,2003,Second Nature,5.3
55916,2002,One Way Out,4.0
126076,2005,The Pilot's Wife,0.0
56491,2006,In Her Line of Fire,3.3
60505,1993,Blind Side,3.2
302508,2000,Emmanuelle 2000: Emmanuelle's Intimate Encounters,3.5
385371,2016,The Midnight Man,6.4
293670,2016,The Wailing,7.2
168079,1993,Cold Sweat,5.0
375199,2016,Jai Gangaajal,4.9
155217,2011,Ranma ½,6.0
83501,1992,Comedy of the Strict Regime,4.0
364426,2015,Fear Itself,6.4
216472,1986,A Great Wall,0.0
51091,2005,Annie's Point,5.0
337154,2016,The Meddler,6.0
113523,1972,Doomsday Machine,4.3
56424,2010,Les Invités de mon père,6.1
188183,2013,Finding Mr. Right,6.3
395181,2016,Finding Mr. Right 2,5.0
134362,2010,The Beast,8.0
325758,2015,I Am Thor,8.7
319017,2014,The Last Straight Man,5.6
291805,2016,Now You See Me 2,6.7
390766,2016,Southwest of Salem: The Story of the San Antonio Four,6.3
394812,2016,The Apology,2.5
370464,2016,The Masked Saint,2.6
354818,2015,Colin Quinn: Unconstitutional,6.0
369820,2015,I'm Brent Morin,7.4
12443,2002,Perlasca: The Courage of a Just Man,5.3
23802,1994,Bill Hicks: Totally Bill Hicks,7.5
170740,2003,Benedict Arnold: A Question of Honor,0.0
388440,2016,The Curse of Sleeping Beauty,4.0
392440,2016,Highly Strung,0.0
388403,2016,Chongqing Hot Pot,6.2
78492,1964,Ken,9.0
48339,2004,Niceland (Population. 1.000.002),5.0
42082,1984,Another State of Mind,5.8
249075,2003,Catching Out,7.8
147307,1970,Multiple SIDosis,5.0
235201,2007,I-Be Area,0.0
36090,1971,Emperor Tomato Ketchup,6.5
268380,2007,Visions of Frank,0.0
99080,1931,The Viking,0.0
56190,1992,Green Legend Ran,0.0
37228,1983,Anarchism in America,5.5
394244,1997,Plastic Utopia,8.0
83284,2007,Dennis,6.1
69915,2008,Sikumi (On The Ice),5.0
136762,1983,So Is This,8.0
94643,1905,Rescued by Rover,6.7
376916,2015,Ten Years,7.2
339526,2016,The Land Before Time XIV: Journey of the Brave,7.6
382088,2016,The Division: Agent Origins,6.3
362699,2015,Remainder,6.6
118792,1984,There Will Come Soft Rains,7.0
396292,2016,Ali Wong: Baby Cobra,8.0
299782,2018,The Other Side of the Wind,0.0
24398,2003,Bodysong,5.0
46178,2010,Bytte Bytte Købmand,6.5
345069,2015,Crush the Skull,6.7
339928,2015,Once I Was a Beehive,6.3
375170,2015,The Tag-Along,5.3
330916,2015,King Jack,6.9
376549,2015,The Strange House,5.5
93338,1969,"Johnny Cash: The Man, His World, His Music",6.0
4290,2007,Supergator,6.4
87061,2011,The Extraordinary Voyage,7.6
216203,2012,Pieces of Talent,6.6
332872,2016,Julieta,7.0
339397,2016,Café Society,6.4
374473,2016,"I, Daniel Blake",7.7
84233,1975,Don't Hang Up,5.3
5654,2007,War and Peace,5.6
353866,2015,Toilet Stories,5.5
44645,1984,Bruce Lee: The Legend,8.9
314570,2014,I Touched All Your Stuff,7.0
254420,2014,Gulaab Gang,7.8
50578,2005,Amongst White Clouds,6.8
147367,2013,Slightly Single in L.A.,4.2
340746,2015,The Chronicles of Evil,7.0
310567,2015,Umrika,5.8
381505,2013,The Identity Theft of Mitch Mustain,7.3
109581,2015,Mission to Lars,6.4
375599,2015,Bad Guys Always Die,5.3
344854,2015,The Pack,5.2
385379,2015,Mad Tiger,0.0
311770,2015,My Skinny Sister,7.0
358907,2015,Granny's Dancing on the Table,5.0
323428,2015,There Should Be Rules,5.0
324764,2015,Flocking,6.8
346469,2015,Eternal Summer,6.1
347344,2016,Alena,5.0
303636,2015,Young Sophie Bell,6.0
321283,2015,Flogsta Heaven,0.0
356218,2016,Girls Lost,6.0
347106,2015,Best Wishes from Missangertrask,5.0
335683,2015,Miraklet i Viskan,5.0
363607,2015,LasseMajas detektivbyrå - Stella Nostra,5.0
389115,2016,6A,0.0
377290,2016,A Serious Game,8.0
381277,2016,The Yard,5.0
268618,2014,Life in a Fishbowl,7.6
341491,1995,Tears of Stone,5.0
341490,1992,As in Heaven,7.0
91041,1990,High Tide,0.0
250974,2014,I'm the One You Want,7.5
280583,2014,Violent,6.0
69471,2008,Lecture 21,6.0
39301,2006,Someone to Run With,8.5
107775,2012,The Orheim Company,6.3
17575,1998,Only Clouds Move the Stars,7.8
198783,1967,Hagbard and Signe,5.0
55154,1974,Den siste Fleksnes,6.5
33340,2009,The Angel,5.0
64116,2002,Falling Sky,5.5
388468,2016,Grand Hotel,3.9
87654,1949,Death Is a Caress,6.0
336885,2015,Returning Home,6.0
373757,2016,Beyond Sleep,6.5
285165,2014,Beatles,7.0
348675,2016,The Day Will Come,8.2
11392,1976,The Olsen Gang Sees Red,7.7
57911,1961,Harry and the Butler,8.0
342695,2015,Cannibal Fog,0.0
16039,1983,Zappa,7.3
20661,1984,Twist and Shout,6.4
335582,2015,A God Without a Universe,4.0
11390,1971,The Olsen Gang in Jutland,7.3
76312,1978,Me and Charly,7.4
155714,1997,Barbara,5.5
146184,1999,Bye Bye Blue Bird,7.3
80362,2011,Savage,6.0
324284,2016,Lamb,6.8
391617,2016,Kóblic,6.3
37433,1989,Neo Tokyo,6.6
47408,2005,Rampo Noir,5.6
14233,2007,Film Noir,6.3
48417,2010,The Stool Pigeon,5.4
397914,2016,KISS: Rocks Vegas,0.0
347031,2016,Swiss Army Man,6.8
367416,2015,The von Trapp Family: A Life of Music,5.5
378348,2016,A Violent Prosecutor,7.6
40534,2009,Jonas Brothers: The Concert Experience,5.7
102961,1979,Seven,5.9
339148,2015,Already Tomorrow in Hong Kong,5.7
222220,1928,Shooting Stars,7.5
57992,2002,The Red Siren,4.0
66897,1928,Les deux timides,5.0
139251,2012,I Married Who?,5.0
391778,2016,Azhar,5.6
4546,1975,The Count of Monte-Cristo,6.1
389053,2016,The Do-Over,5.6
343140,2015,Office,6.8
363103,2016,Nise: The Heart of Madness,7.6
301804,2016,Before I Wake,6.2
374458,2016,Graduation,6.7
26677,1987,The Video Dead,5.0
322745,2015,Counting,8.3
169448,2013,Fifi Howls from Happiness,8.0
335409,2015,Sharkansas Women's Prison Massacre,5.7
260401,2008,Evening's Civil Twilight in Empires of Tin,0.0
260399,2006,Building a Broken Mousetrap,0.0
107104,1988,Beyond the Rising Moon,6.0
391375,2016,The Bandit Hound,8.0
398289,2015,Life on the Line,5.3
342464,2015,Jack of the Red Hearts,7.3
148434,1970,The Stranger That Kneels Beside the Shadow of a Corpse,6.0
109456,1971,Coffin Full of Dollars,5.3
150226,1971,Ballad of Django,6.0
3698,1972,"Amigo, Stay Away",9.0
5434,1973,Death Smiles on a Murderer,6.1
292610,1977,Ladies' Doctor,1.0
40162,1981,Porno Holocaust,4.0
58419,1983,2020 Texas Gladiators,3.9
31264,1982,The Blade Master,1.9
171993,1990,Deep Blood,4.0
374173,2016,Kapoor & Sons (Since 1921),7.7
353989,2015,Abzurdah,7.0
45783,2004,Anders Matthesen: Tal For Dig Selv,6.8
356842,2015,The Ones Below,6.0
16884,2006,Anders Matthesen: Anden På Coke?,5.8
94067,1976,Snake Dancer,6.0
88518,1994,Angel of Destruction,5.8
57313,2010,8213: Gacy House,3.2
79078,2011,11/11/11,2.2
385320,2016,Zoombies,3.9
21293,2009,Gooby,3.4
279588,2013,Cool As Hell,3.0
214676,2010,Mr. Dough and the Egg Princess,7.1
265982,2006,Holidaze: The Christmas That Almost Didn't Happen,6.0
376523,2016,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,8.3
26521,2008,Sexy Killer: You'll Die for Her,4.8
41028,1962,It's Only Money,4.1
135652,2012,Christmas in Compton,4.0
93041,1948,Daughter of Darkness,5.9
180886,1999,Spooky Town,5.3
72754,2005,Decadent Evil,2.4
346384,2016,Chicken,7.3
18932,2008,Knock Knock,3.1
45780,2010,I Am Slave,5.8
41149,1979,A Performance of Macbeth,5.0
25787,1953,One Girl's Confession,5.5
280178,1982,Freedom,5.0
269306,1956,Last Pair Out,0.0
109380,1965,…And the Fifth Horseman Is Fear,8.0
103941,1956,Embajadores en el infierno,4.3
361146,2016,Point Zero,4.0
29798,2007,Dead Man's Hand,4.5
298228,2004,Peter Rottentail,5.0
308531,2016,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8
32790,2008,The Good Witch,5.6
30641,2007,Grizzly Rage,3.6
257345,2016,The Darkness,4.5
256771,2014,The Pool,6.3
34598,1991,Fast Getaway,6.2
41962,1988,A Taxing Woman's Return,6.3
110283,1992,Minbo: the Gentle Art of Japanese Extortion,4.5
83183,1990,Tales of a Golden Geisha,7.0
139176,1921,Camille,7.3
318121,2016,The Fundamentals of Caring,7.4
293413,2015,Inside Men,6.7
397403,2016,Brexit: The Movie,6.3
24793,1998,A Knight in Camelot,5.1
40258,1990,Baby Blood,6.1
105184,1982,Trance,7.0
60163,2010,Beck,6.4
40863,1999,Jackie Chan: My Stunts,7.0
379220,2016,No Filter,6.1
258771,2013,The Gambler,4.3
322506,2015,Elstree 1976,6.1
221343,2010,Locked In,4.0
121245,2011,"Bumblefuck, USA",6.0
81120,1941,Love on the Dole,6.0
362247,2015,After Eden,5.0
341012,2016,Popstar: Never Stop Never Stopping,6.6
198652,1970,Loot,8.0
37237,1995,Bullet to Beijing,3.4
324314,2015,Tab Hunter Confidential,7.6
298459,2014,Next Time I'll Aim for the Heart,5.6
114030,2001,All About Our House,5.6
398854,2016,A Midsummer Night's Dream,6.2
356366,2015,Guns for Hire,5.1
377158,2016,United States of Love,5.5
350904,2015,Lost and Beautiful,7.0
330294,2015,Marguerite & Julien,5.8
364831,2015,Art of the Prank,0.0
291863,2014,Future Shock! The Story of 2000AD,7.3
398830,2013,La muerte de Jaime Roldós,0.0
309879,2016,Dark Signal,3.7
400791,2015,Old Fashioned: The Story of the Wisconsin Supper Club,10.0
107315,2011,Below Zero,4.4
91950,2010,Flamenco Flamenco,6.6
169782,2012,The Making of a Lady,5.0
98927,1985,Mad Love,7.0
33108,1969,The Bremen Town Musicians,6.2
353433,2016,Urge,4.5
192040,2006,Planet Earth,8.8
220903,2009,Life,8.5
384130,2014,Monkey Planet,0.0
370260,2015,Dylan Moran: Off The Hook,7.0
280004,1972,The Great Waltz,0.0
347123,2016,All the Way,6.6
121572,2013,Toad Road,4.7
43608,1955,The Night Holds Terror,3.2
29477,1950,Highway 301,6.6
400608,2016,Bo Burnham: Make Happy,8.4
356329,2015,Troublemakers: The Story of Land Art,5.0
58522,2011,Boris - Il film,6.8
259693,2016,The Conjuring 2,7.0
248741,1931,Alexander Hamilton,4.0
55608,2008,Captive,2.0
30656,1994,Circuitry Man II: Plughead Rewired,3.0
89587,2004,Eyes of Crystal,6.0
312623,1937,Living on Love,0.0
326255,2014,Meet the Hitlers,0.0
400948,1997,UFOs: The Best Evidence Ever Caught on Tape,0.0
377823,2015,The Final Master,6.8
376261,2016,Weiner,7.7
109088,1976,The Shaolin Avengers,4.9
66756,1982,Shaolin Prince,5.9
205891,2013,The Demented,4.6
364902,2015,The Dresser,6.8
218351,1937,The Girl Said No,6.0
241374,1930,The Lady of Scandal,6.0
134475,1927,The Red Mill,5.0
65192,1974,The Savage Five,5.6
122331,1927,When a Man Loves,0.0
375356,1981,Next Year If All Goes Well,6.0
391757,2016,Never Back Down: No Surrender,6.8
328429,2016,Approaching the Unknown,5.1
30665,1948,Tap Roots,6.3
245913,2016,Pelé: Birth of a Legend,7.3
82819,1946,The Captive Heart,5.9
75198,2011,Bienvenue à bord,5.3
51334,2010,Beş Şehir,7.1
94659,1941,Brothers and Sisters of the Toda Family,7.3
117472,1933,Dragnet Girl,6.0
117767,1958,Eroica,5.0
44688,1989,Day One,4.7
132133,1957,Man on the Tracks,5.4
105136,2005,Dead Run,1.0
329750,2015,(Dis)Honesty: The Truth About Lies,6.8
395883,2015,Andron,3.9
84228,2011,Julia X,4.4
270650,2009,Oy Vey! My Son Is Gay!,5.7
366564,2015,Comment c'est Loin,7.2
356332,2015,The Witness,7.1
157515,1947,Seven Journeys,5.0
103578,1977,Prey,5.0
230471,1962,Colossus of the Arena,0.0
150912,1963,Goliath and the Sins of Babylon,5.5
281238,1967,Master Stroke,0.0
145244,1968,Seven Times Seven,0.0
87335,1970,The Weekend Murders,6.5
205557,1971,"Stanza 17-17 palazzo delle tasse, ufficio imposte",0.0
61581,1977,California,5.3
389427,2016,Hard Sell,5.6
144341,1968,"Stranger, Say Your Prayers!",0.0
147575,1969,The Four Who Came to Kill Sartana,0.0
150224,1971,Savage Guns,4.8
43074,2016,Ghostbusters,5.3
52947,2005,Kung Fu Mahjong,5.5
339739,2015,Henry Gamble's Birthday Party,5.6
61294,2011,You and I,4.9
30942,2006,Fatal Contact,5.8
32003,2008,The Caretaker,3.5
353610,2015,The Condemned 2,4.1
350566,1986,Car Trouble,0.0
206657,2011,Truckfighters,10.0
287703,2014,Café. Waiting. Love,6.3
284152,2014,Confession,8.8
25625,1970,Multiple Maniacs,6.1
168098,2016,Cell,4.4
356334,2016,Gridlocked,5.2
28529,1995,Sorceress,4.2
300210,2004,Route 181: Fragments of a Journey in Palestine-Israel,8.0
112767,1998,Shadow Run,7.0
131172,1977,Nasty Habits,0.0
377150,2016,A Dragon Arrives!,3.9
244839,2000,Into Pitch Black,4.8
216521,2013,Doomsdays,5.7
170898,2012,Sonja and the Bull,4.9
25079,1995,Junkers Come Here,7.0
80699,2011,Miss Julie,5.8
130638,1963,Hitler - Never Heard of Him,8.5
363889,2015,The Funhouse Massacre,5.8
355598,2016,Girl in Woods,4.8
323372,2015,The Corpse of Anna Fritz,6.1
370687,2015,Mythica: The Necromancer,5.5
373476,2016,Complete Unknown,4.9
300761,2015,Kobe Bryant's Muse,7.7
41312,1952,Angels One Five,5.8
258755,2014,Hidden Away,7.6
28775,1953,The Neanderthal Man,4.3
217057,2014,The Hero of Color City,6.3
327040,2015,Bang Gang (A Modern Love Story),4.3
34202,1992,Intruders,6.5
401895,1950,Brigada criminal,5.0
397003,2016,The Asian Connection,4.1
138705,2012,Vares: Gambling Chip,5.7
150208,2012,Vares: Tango of Darkness,6.1
61123,2011,Vares - The Girls of April,5.3
80256,2011,Garter Snake,5.7
41454,2009,Oldboys,5.4
381080,2016,The Art of Organized Noize,8.0
297721,2015,Gangnam Blues,6.9
359790,2015,Blackway,4.9
51806,1992,To Catch a Killer,5.7
343724,2015,Identicals,4.1
392961,2016,Adam Green's Aladdin,6.5
35429,2008,The Hive,4.2
73307,1955,No Man's Woman,4.3
380225,2016,Like Crazy,7.3
229154,2013,Styria,5.1
226437,2013,Life Feels Good,7.5
258322,2014,Fasten Your Seatbelts,6.8
324181,2015,The Resurrection of Jake the Snake,7.6
63398,1986,Conseil de famille,3.0
4948,1979,Womanlight,6.5
51444,1980,The Secret of Nikola Tesla,6.6
31453,2009,Double Identity,5.3
52199,1957,Invasion of the Saucer-Men,5.2
30667,1991,Future Kick,5.5
133563,1961,Killers on Parade,5.8
213373,2013,What Now? Remind Me,5.0
169357,1988,The Bengali Night,0.0
206789,1980,The Kingdom of Diamonds,6.9
345735,2015,Robbery,6.6
397517,2016,Be Somebody,6.6
185738,2013,Stockholm,6.9
168814,2013,Will You Still Love Me Tomorrow?,6.4
266279,1932,Night World,8.2
40946,2002,Fixing Frank,6.0
55424,2006,Essaye-moi,5.8
175331,2005,Fratricide,6.0
302699,2016,Central Intelligence,6.2
72152,2011,Aarakshan,5.6
94798,1962,Abhijan,8.0
139582,2012,Chakravyuh,4.8
14751,2008,Dasvidaniya,7.0
53284,2010,Do Dooni Chaar,4.0
63006,2011,Dum Maaro Dum,5.4
379275,1998,The Three Men of Melita Zganjer,4.0
305309,2013,Redemption Trail,0.0
377462,2016,O.J.: Made in America,8.5
399747,2016,"Mother, May I Sleep with Danger?",5.4
89662,1958,Curse of the Faceless Man,5.3
216546,2013,Ragin Cajun Redneck Gators,3.3
86971,2011,Miami Magma,4.4
398535,2016,Udta Punjab,7.4
202244,2013,Unaware,4.8
68078,1932,Broadway to Cheyenne,0.0
266541,1933,Parole Girl,5.0
50125,1980,AC/DC- Let There Be Rock,7.9
400174,2016,Roots,7.3
324421,2016,We are Twisted Fucking Sister!,5.9
34216,2007,The Drummer,7.5
39048,1929,The Locked Door,5.8
57880,2011,I Love Hong Kong,5.9
115893,1928,"The Life and Death of 9413, a Hollywood Extra",5.4
101024,2012,I Love Hong Kong 2012,5.0
66834,1937,Clock Cleaners,7.4
67572,1935,The Band Concert,7.5
210910,2013,Almost Human,4.6
30948,1997,Bloodmoon,7.4
24921,2009,Rise of the Gargoyles,4.4
94811,1935,Devil Dogs of the Air,8.0
376263,2016,How to Let Go of the World and Love All the Things Climate Can't Change,4.0
35891,2005,Mansquito,4.8
95700,1994,Sicario,6.6
376237,2016,Suited,7.0
175171,1943,Swing Fever,0.0
178927,1931,The Millionaire,6.0
103668,2011,"The Strange History of Don't Ask, Don't Tell",0.0
285953,1976,The Time of Your Life,0.0
84831,1983,Trenchcoat,5.3
334670,2015,Gayby Baby,6.0
335430,2015,Makeup Room,0.0
57458,2009,A Letter to Uncle Boonmee,6.1
267192,2016,Genius,6.5
110490,2012,Rags,5.8
278935,1990,Barrela: Escola de Crimes,0.0
183855,1981,The Asphalt Kiss,6.4
48502,2010,El Estudiante,6.6
199883,1987,Besame Mucho,6.0
146905,1963,Golden Mouth,0.0
50489,2005,Mais Uma Vez Amor,0.0
377210,2016,Fantastic Lies,4.5
70461,1992,IP5: The Island of Pachyderms,6.1
355786,2015,Thithi,7.8
68309,1950,The Wooden Horse,6.8
267977,1983,Beautiful Mystery,5.5
401442,2016,Internet Famous,4.0
400605,2016,Dead Rising: Endgame,5.0
46548,2006,Header,5.8
70859,1993,Wild Palms,5.9
76474,2001,Doc Martin,5.6
377213,2016,Te3n,6.8
324668,2016,Jason Bourne,5.9
278348,2014,The Maid's Room,4.8
289207,1978,Catastrophe,6.0
192097,2013,Ghanchakkar,4.9
53283,2010,Khichdi: The Movie,2.7
35687,2010,"LSD: Love, Sex aur Dhokha",6.6
54142,2010,Mirch,2.3
126318,2012,Miss Lovely,5.7
15975,2008,Oye Lucky! Lucky Oye!,7.1
56897,2010,Phas Gaye Re Obama,6.2
172817,2013,Saheb Biwi Aur Gangster Returns,6.6
323426,2015,Shamitabh,5.8
68256,2011,Stanley Ka Dabba,6.7
85043,2012,Tere Naal Love Ho Gaya,5.3
202984,2010,When the Dragon Swallowed the Sun,0.0
324820,2015,The Snake Brothers,7.3
337965,2015,The Great Alone,6.5
360606,2016,Adventures in Babysitting,7.1
92691,1996,Without Memory,6.0
98106,1983,Spasms,5.5
71503,1980,Cries in the Night,6.3
61689,1979,Thirst,4.9
79192,1971,Apache Vengeance,3.7
238124,1966,The Plainsman,0.0
197864,1965,Hail! Mafia,0.0
253337,2014,The Winding Stream,6.8
384450,2016,Dead 7,4.2
263945,2009,Curious George: A Very Monkey Christmas,7.0
40741,1972,The Trail of Blood,0.0
90351,1971,Sympathy for the Underdog,6.6
10458,2004,Soundless,6.5
60971,1958,Underworld Beauty,5.3
390592,2016,Adult Life Skills,6.3
274266,2011,Time Again,0.0
131737,2012,St George's Day,4.8
30787,1973,Horror Hospital,4.9
51066,1987,Dope Mania,4.5
14685,1974,Swallows and Amazons,7.1
312113,2012,Black November,6.4
355254,2016,De Palma,7.3
393562,2016,Raman Raghav 2.0,7.1
352179,2015,Septembers of Shiraz,5.7
392553,2015,Minimalism: A Documentary About the Important Things,6.7
338063,2015,Drag Becomes Him,8.0
258489,2016,The Legend of Tarzan,5.5
316727,2016,The Purge: Election Year,6.1
316023,2016,Mike and Dave Need Wedding Dates,5.9
278154,2016,Ice Age: Collision Course,5.6
345911,2016,Lights Out,6.3
294272,2016,Pete's Dragon,6.2
388191,2016,Mythica: The Iron Crown,5.9
328716,2015,Detective K: Secret of the Lost Island,7.5
333386,2016,The Duel,5.5
254575,1995,Memory Run,4.5
243752,2015,No Stranger Than Love,4.5
367197,2016,Boom Bust Boom,6.5
177869,2013,Survive and Advance,10.0
369776,2016,Les Tuche 2: Le rêve américain,5.7
40451,1985,The Mutilator,5.7
89904,1995,The Demolitionist,5.3
55035,1982,The Hatter's Ghost,5.8
12529,1969,Boot Hill,5.7
9031,1979,I'm for the Hippopotamus,6.2
259634,1988,Big Man - A Policy for Hell,0.0
46572,1988,Big Man - An Unusual Insurance,0.0
315439,2015,The Throne,6.7
302161,2014,A Field Full of Secrets,4.0
340611,2016,Indignation,6.8
337874,2016,Goat,5.3
267852,2014,Black Mountain Side,4.9
53010,2011,La Chance de ma vie,5.6
214209,2013,Hide and Seek,6.7
353571,2016,Tallulah,6.8
369228,2015,Dobbiamo parlare,5.6
367999,2015,The Last Will Be the Last,6.6
356758,2015,First Light,5.7
371942,2015,Le nozze di Laura,1.0
359156,2015,Don't Be Bad,7.8
359152,2015,Storie sospese,5.0
343173,2016,The ReZort,5.5
390512,2016,The Phenom,5.6
27123,1999,The Trench,5.6
332741,2015,Palio,7.9
359412,2016,Marauders,5.9
319352,2013,The Birth of the Tramp,7.0
317214,2015,From A to B,7.8
33201,1998,Jeremiah,5.4
340937,2014,The Father's Love,0.0
309882,2015,Patterns of Evidence: The Exodus,8.3
58430,1997,Solomon,6.3
230722,2013,Steel Cold Winter,6.6
369032,2016,Carnage Park,5.6
27243,2004,Dragons: A Fantasy Made Real,7.1
346641,2015,The Nightmare,6.3
324794,2015,The Blue Hour,6.6
372411,2016,Absolutely Fabulous: The Movie,5.3
53335,2006,Candy Stripers,4.1
273645,2014,Manhole,6.4
399106,2016,Piper,8.2
49341,2007,Exhibit A,5.1
269705,2014,She's Beautiful When She's Angry,7.8
324322,2015,They Will Have to Kill Us First,5.0
330068,2016,Fastball,7.0
209645,2008,Pond Hockey,0.0
274504,2016,The Adderall Diaries,5.1
196324,2008,The Good Life,7.0
341957,2014,21 Days,4.7
101206,1944,Action in Arabia,6.0
31265,1967,Catalina Caper,2.3
34875,1935,The Pace That Kills,2.8
395476,1944,Cowboy Canteen,0.0
357529,1948,Cowboy Cavalier,0.0
94176,1954,Destry,4.7
360283,2015,Heart Like a Hand Grenade,6.0
400121,2015,The Antwerp Dolls,5.5
49237,1986,Fair Game,5.8
398265,2016,Traded,4.8
52593,1946,Home in Oklahoma,0.0
35007,1947,It Always Rains on Sunday,6.8
120885,1939,Judge Hardy and Son,6.3
130134,1958,Lafayette Escadrille,5.0
17342,2008,Night Train,6.9
193284,1947,Springtime in the Sierras,4.0
184710,2013,Quarantine L.A.,4.0
380372,2013,The Asylum,3.7
83876,1978,The Avenging Eagle,6.4
102814,1985,The Beach Boys: An American Band,8.0
94544,1939,The Bronze Buckaroo,0.0
174150,1943,The Desert Song,6.0
262260,1929,The Desert Song,0.0
254664,2014,The Journey,7.7
137308,2004,Sancharram,5.3
156967,1997,The Journey,0.0
156954,1986,Die Reise,5.0
66780,2001,The Journey,5.3
137826,1959,The Remarkable Mr. Pennypacker,0.0
262829,1987,W.A.R.: Women Against Rape,4.0
108063,1960,Atomic War Bride,5.0
41294,1968,¡Por mis... pistolas!,5.0
45192,1971,El profe,5.5
64694,2010,"No eres tú, soy yo",5.8
70193,2005,Hazard,7.4
66062,2005,Into a Dream,6.0
211222,2008,The Wildman of Kentucky: The Mystery of Panther Rock,0.0
266874,1986,Young Dragons: Kung Fu Kids II,6.0
402877,2016,Lifeline,0.0
24678,2001,Disney's American Legends,6.3
337703,2016,The Red Turtle,7.6
228941,2013,Au revoir l'été,8.3
81633,2010,Hospitalité,6.3
110412,1974,Symptoms,5.8
394047,2016,The Dog Lover,5.3
378441,2016,Notes on Blindness,7.5
120121,1959,La vida alrededor,5.0
189696,1968,Mickey Mouse in Vietnam,5.1
196319,1968,Escalation,0.0
400411,2016,Satanic,4.0
376233,2016,"Life, Animated",7.9
364051,2016,The Innocents,7.1
349441,2015,The Kind Words,5.0
373479,2016,Eat that Question: Frank Zappa in His Own Words,8.3
373922,2016,Three,5.8
359641,2015,Argentina,3.3
357799,2016,Presenting Princess Shaw,6.7
119637,1957,He Who Must Die,4.5
354275,2015,"Right Now, Wrong Then",7.6
62675,1970,Distracted,5.8
384845,2016,Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games),7.8
394499,2016,Porta dos Fundos: Contrato Vitalício,4.3
41004,1965,El señor doctor,5.6
145481,1973,Don Quijote cabalga de nuevo,5.2
82776,1977,El ministro y yo,6.0
41298,1978,El patrullero 777,7.0
45191,1982,El barrendero,6.5
18944,1996,The Rolling Stones Rock and Roll Circus,7.4
328387,2016,Nerve,7.1
389425,2016,Code of Honor,4.1
95322,1973,Moonfire,0.0
46784,1971,Rabbit's Moon,7.0
46781,1949,Puce Moment,6.5
272720,1967,You're Human Like the Rest of Them,0.0
303497,1970,Unfair!,0.0
303484,1969,Paradigm,0.0
356862,1972,On Reflection: B.S. Johnson on Dr. Samuel Johnson,0.0
356864,1973,Fat Man on a Beach,6.5
118014,1928,The Seashell and the Clergyman,7.3
49037,2004,Hellevator,5.2
